IDATid,Sample_ID,SentrixBarcode_A,SentrixPosition_A,File_ID,SNPid,SAMPLE_ID,INVENTORY_SAMPLE_NAME,SampleType,Plate,GreenIDAT,RedIDAT
5745976006_R02C01,Unk131,5745976006,r02c01,_ega-box-147_5745976006_r02c01,WG0117611.DNAC03,587003,Hs936T,CellLine,WG0117611,5745976006_r02c01_grn.idat,5745976006_r02c01_red.idat
5745976006_R04C01,Unk132,5745976006,r04c01,_ega-box-147_5745976006_r04c01,WG0117611.DNAD03,587405,Daudi,CellLine,WG0117611,5745976006_r04c01_grn.idat,5745976006_r04c01_red.idat
5745976007_R02C01,Unk133,5745976007,r02c01,_ega-box-147_5745976007_r02c01,WG0117611.DNAG03,587410,HEL,CellLine,WG0117611,5745976007_r02c01_grn.idat,5745976007_r02c01_red.idat
5745976007_R04C01,Unk134,5745976007,r04c01,_ega-box-147_5745976007_r04c01,WG0117611.DNAH03,587412,HNT-34,CellLine,WG0117611,5745976007_r04c01_grn.idat,5745976007_r04c01_red.idat
5745976008_R01C01,Unk135,5745976008,r01c01,_ega-box-147_5745976008_r01c01,WG0117611.DNAA04,587414,KG-1,CellLine,WG0117611,5745976008_r01c01_grn.idat,5745976008_r01c01_red.idat
5745976008_R03C01,Unk136,5745976008,r03c01,_ega-box-147_5745976008_r03c01,WG0117611.DNAB04,587415,ME-1,CellLine,WG0117611,5745976008_r03c01_grn.idat,5745976008_r03c01_red.idat
5745976008_R04C01,Unk137,5745976008,r04c01,_ega-box-147_5745976008_r04c01,WG0117611.DNAD04,587418,MOLM-16,CellLine,WG0117611,5745976008_r04c01_grn.idat,5745976008_r04c01_red.idat
5745976010_R01C01,Unk138,5745976010,r01c01,_ega-box-147_5745976010_r01c01,WG0117617.DNAA02,587732,G-361,CellLine,WG0117617,5745976010_r01c01_grn.idat,5745976010_r01c01_red.idat
5745976010_R02C01,Unk139,5745976010,r02c01,_ega-box-147_5745976010_r02c01,WG0117617.DNAC02,587734,HS69ST,CellLine,WG0117617,5745976010_r02c01_grn.idat,5745976010_r02c01_red.idat
5745976010_R04C01,Unk140,5745976010,r04c01,_ega-box-147_5745976010_r04c01,WG0117617.DNAD02,587735,HS940T,CellLine,WG0117617,5745976010_r04c01_grn.idat,5745976010_r04c01_red.idat
5745976011_R01C01,Unk141,5745976011,r01c01,_ega-box-147_5745976011_r01c01,WG0117617.DNAE09,588234,H1770,CellLine,WG0117617,5745976011_r01c01_grn.idat,5745976011_r01c01_red.idat
5745976012_R01C01,Unk142,5745976012,r01c01,_ega-box-147_5745976012_r01c01,WG0117611.DNAE04,587419,MV4-11,CellLine,WG0117611,5745976012_r01c01_grn.idat,5745976012_r01c01_red.idat
5745976012_R02C01,Unk143,5745976012,r02c01,_ega-box-147_5745976012_r02c01,WG0117611.DNAG04,587421,OCI-AML2,CellLine,WG0117611,5745976012_r02c01_grn.idat,5745976012_r02c01_red.idat
5745976012_R04C01,Unk144,5745976012,r04c01,_ega-box-147_5745976012_r04c01,WG0117611.DNAH04,587422,OCI-AML3,CellLine,WG0117611,5745976012_r04c01_grn.idat,5745976012_r04c01_red.idat
5745976013_R01C01,Unk145,5745976013,r01c01,_ega-box-147_5745976013_r01c01,WG0117611.DNAA05,587423,OCI-AML5,CellLine,WG0117611,5745976013_r01c01_grn.idat,5745976013_r01c01_red.idat
5745976013_R02C01,Unk146,5745976013,r02c01,_ega-box-147_5745976013_r02c01,WG0117611.DNAC05,587425,OCI-M2,CellLine,WG0117611,5745976013_r02c01_grn.idat,5745976013_r02c01_red.idat
5745976013_R03C01,Unk147,5745976013,r03c01,_ega-box-147_5745976013_r03c01,WG0117611.DNAB05,587424,OCI-M1,CellLine,WG0117611,5745976013_r03c01_grn.idat,5745976013_r03c01_red.idat
5745976014_R01C01,Unk148,5745976014,r01c01,_ega-box-147_5745976014_r01c01,WG0117611.DNAE05,587428,SKM-1,CellLine,WG0117611,5745976014_r01c01_grn.idat,5745976014_r01c01_red.idat
5745976014_R03C01,Unk149,5745976014,r03c01,_ega-box-147_5745976014_r03c01,WG0117611.DNAF05,587429,SUP-B15,CellLine,WG0117611,5745976014_r03c01_grn.idat,5745976014_r03c01_red.idat
5745976014_R04C01,Unk150,5745976014,r04c01,_ega-box-147_5745976014_r04c01,WG0117611.DNAH05,587433,BT-20,CellLine,WG0117611,5745976014_r04c01_grn.idat,5745976014_r04c01_red.idat
5745976016_R01C01,Unk151,5745976016,r01c01,_ega-box-147_5745976016_r01c01,WG0117611.DNAA06,587434,BT-474,CellLine,WG0117611,5745976016_r01c01_grn.idat,5745976016_r01c01_red.idat
5745976016_R02C01,Unk152,5745976016,r02c01,_ega-box-147_5745976016_r02c01,WG0117611.DNAC06,587437,BT-549,CellLine,WG0117611,5745976016_r02c01_grn.idat,5745976016_r02c01_red.idat
5745976016_R03C01,Unk153,5745976016,r03c01,_ega-box-147_5745976016_r03c01,WG0117611.DNAB06,587436,BT-483,CellLine,WG0117611,5745976016_r03c01_grn.idat,5745976016_r03c01_red.idat
5745976016_R04C01,Unk154,5745976016,r04c01,_ega-box-147_5745976016_r04c01,WG0117611.DNAD06,587438,CAL-120,CellLine,WG0117611,5745976016_r04c01_grn.idat,5745976016_r04c01_red.idat
5745976017_R01C01,Unk155,5745976017,r01c01,_ega-box-147_5745976017_r01c01,WG0117611.DNAE06,587439,CAL-148,CellLine,WG0117611,5745976017_r01c01_grn.idat,5745976017_r01c01_red.idat
5745976017_R02C01,Unk156,5745976017,r02c01,_ega-box-147_5745976017_r02c01,WG0117611.DNAG06,587441,CAL-85-1,CellLine,WG0117611,5745976017_r02c01_grn.idat,5745976017_r02c01_red.idat
5745976017_R04C01,Unk157,5745976017,r04c01,_ega-box-147_5745976017_r04c01,WG0117611.DNAH06,587442,CAMA-1,CellLine,WG0117611,5745976017_r04c01_grn.idat,5745976017_r04c01_red.idat
5745976019_R01C01,Unk158,5745976019,r01c01,_ega-box-147_5745976019_r01c01,WG0117611.DNAA07,587443,EFM-19,CellLine,WG0117611,5745976019_r01c01_grn.idat,5745976019_r01c01_red.idat
5745976019_R02C01,Unk159,5745976019,r02c01,_ega-box-147_5745976019_r02c01,WG0117611.DNAC07,587445,EVSA-T,CellLine,WG0117611,5745976019_r02c01_grn.idat,5745976019_r02c01_red.idat
5745976019_R03C01,Unk160,5745976019,r03c01,_ega-box-147_5745976019_r03c01,WG0117611.DNAB07,587444,EFM-192A,CellLine,WG0117611,5745976019_r03c01_grn.idat,5745976019_r03c01_red.idat
5745976019_R04C01,Unk161,5745976019,r04c01,_ega-box-147_5745976019_r04c01,WG0117611.DNAD07,587446,HCC1143,CellLine,WG0117611,5745976019_r04c01_grn.idat,5745976019_r04c01_red.idat
5745976020_R01C01,Unk162,5745976020,r01c01,_ega-box-147_5745976020_r01c01,WG0117611.DNAE07,587447,HCC1187,CellLine,WG0117611,5745976020_r01c01_grn.idat,5745976020_r01c01_red.idat
5745976020_R02C01,Unk163,5745976020,r02c01,_ega-box-147_5745976020_r02c01,WG0117611.DNAG07,587449,HCC1419,CellLine,WG0117611,5745976020_r02c01_grn.idat,5745976020_r02c01_red.idat
5745976020_R03C01,Unk164,5745976020,r03c01,_ega-box-147_5745976020_r03c01,WG0117611.DNAF07,587448,HCC1395,CellLine,WG0117611,5745976020_r03c01_grn.idat,5745976020_r03c01_red.idat
5745976020_R04C01,Unk165,5745976020,r04c01,_ega-box-147_5745976020_r04c01,WG0117611.DNAH07,587450,HCC1428,CellLine,WG0117611,5745976020_r04c01_grn.idat,5745976020_r04c01_red.idat
5745976022_R01C01,Unk166,5745976022,r01c01,_ega-box-147_5745976022_r01c01,WG0117611.DNAA08,587451,HCC1500,CellLine,WG0117611,5745976022_r01c01_grn.idat,5745976022_r01c01_red.idat
5745976022_R02C01,Unk167,5745976022,r02c01,_ega-box-147_5745976022_r02c01,WG0117611.DNAC08,587453,HCC1599,CellLine,WG0117611,5745976022_r02c01_grn.idat,5745976022_r02c01_red.idat
5745976022_R03C01,Unk168,5745976022,r03c01,_ega-box-147_5745976022_r03c01,WG0117611.DNAB08,587452,HCC1569,CellLine,WG0117611,5745976022_r03c01_grn.idat,5745976022_r03c01_red.idat
5745976022_R04C01,Unk169,5745976022,r04c01,_ega-box-147_5745976022_r04c01,WG0117611.DNAD08,587454,HCC1806,CellLine,WG0117611,5745976022_r04c01_grn.idat,5745976022_r04c01_red.idat
5745976023_R01C01,Unk170,5745976023,r01c01,_ega-box-147_5745976023_r01c01,WG0117611.DNAE08,587455,HCC1937,CellLine,WG0117611,5745976023_r01c01_grn.idat,5745976023_r01c01_red.idat
5745976023_R02C01,Unk171,5745976023,r02c01,_ega-box-147_5745976023_r02c01,WG0117611.DNAG08,587457,HCC202,CellLine,WG0117611,5745976023_r02c01_grn.idat,5745976023_r02c01_red.idat
5745976023_R03C01,Unk172,5745976023,r03c01,_ega-box-147_5745976023_r03c01,WG0117611.DNAF08,587456,HCC1954,CellLine,WG0117611,5745976023_r03c01_grn.idat,5745976023_r03c01_red.idat
5745976023_R04C01,Unk173,5745976023,r04c01,_ega-box-147_5745976023_r04c01,WG0117611.DNAH08,587458,HCC2218,CellLine,WG0117611,5745976023_r04c01_grn.idat,5745976023_r04c01_red.idat
5745976024_R01C01,Unk174,5745976024,r01c01,_ega-box-147_5745976024_r01c01,WG0117611.DNAA09,587459,HCC38,CellLine,WG0117611,5745976024_r01c01_grn.idat,5745976024_r01c01_red.idat
5745976024_R03C01,Unk175,5745976024,r03c01,_ega-box-147_5745976024_r03c01,WG0117611.DNAB09,587460,HCC70,CellLine,WG0117611,5745976024_r03c01_grn.idat,5745976024_r03c01_red.idat
5745976024_R04C01,Unk176,5745976024,r04c01,_ega-box-147_5745976024_r04c01,WG0117611.DNAD09,587462,Hs 578T,CellLine,WG0117611,5745976024_r04c01_grn.idat,5745976024_r04c01_red.idat
5745976025_R01C01,Unk177,5745976025,r01c01,_ega-box-147_5745976025_r01c01,WG0117611.DNAE09,587463,JIMT-1,CellLine,WG0117611,5745976025_r01c01_grn.idat,5745976025_r01c01_red.idat
5745976025_R02C01,Unk178,5745976025,r02c01,_ega-box-147_5745976025_r02c01,WG0117611.DNAG09,587465,KPL-4,CellLine,WG0117611,5745976025_r02c01_grn.idat,5745976025_r02c01_red.idat
5745976025_R03C01,Unk179,5745976025,r03c01,_ega-box-147_5745976025_r03c01,WG0117611.DNAF09,587464,KPL-1,CellLine,WG0117611,5745976025_r03c01_grn.idat,5745976025_r03c01_red.idat
5745976026_R01C01,Unk180,5745976026,r01c01,_ega-box-147_5745976026_r01c01,WG0117611.DNAA10,587467,MCF 10A,CellLine,WG0117611,5745976026_r01c01_grn.idat,5745976026_r01c01_red.idat
5745976026_R03C01,Unk181,5745976026,r03c01,_ega-box-147_5745976026_r03c01,WG0117611.DNAB10,587468,MCF-7,CellLine,WG0117611,5745976026_r03c01_grn.idat,5745976026_r03c01_red.idat
5745976027_R02C01,Unk182,5745976027,r02c01,_ega-box-147_5745976027_r02c01,WG0117611.DNAG10,587473,MDA-MB-415,CellLine,WG0117611,5745976027_r02c01_grn.idat,5745976027_r02c01_red.idat
5745976027_R03C01,Unk183,5745976027,r03c01,_ega-box-147_5745976027_r03c01,WG0117611.DNAF10,587472,MDA-MB-330,CellLine,WG0117611,5745976027_r03c01_grn.idat,5745976027_r03c01_red.idat
5745976027_R04C01,Unk184,5745976027,r04c01,_ega-box-147_5745976027_r04c01,WG0117611.DNAH10,587474,MDA-MB-436,CellLine,WG0117611,5745976027_r04c01_grn.idat,5745976027_r04c01_red.idat
5745976028_R01C01,Unk185,5745976028,r01c01,_ega-box-147_5745976028_r01c01,WG0117611.DNAA11,587475,MDA-MB-453,CellLine,WG0117611,5745976028_r01c01_grn.idat,5745976028_r01c01_red.idat
5745976028_R02C01,Unk186,5745976028,r02c01,_ega-box-147_5745976028_r02c01,WG0117611.DNAC11,587477,MFM-223,CellLine,WG0117611,5745976028_r02c01_grn.idat,5745976028_r02c01_red.idat
5745976028_R04C01,Unk187,5745976028,r04c01,_ega-box-147_5745976028_r04c01,WG0117611.DNAD11,587478,SK-BR-3,CellLine,WG0117611,5745976028_r04c01_grn.idat,5745976028_r04c01_red.idat
5745976029_R01C01,Unk188,5745976029,r01c01,_ega-box-147_5745976029_r01c01,WG0117611.DNAE11,587479,T-47D,CellLine,WG0117611,5745976029_r01c01_grn.idat,5745976029_r01c01_red.idat
5745976029_R03C01,Unk189,5745976029,r03c01,_ega-box-147_5745976029_r03c01,WG0117611.DNAF11,587480,UACC-812,CellLine,WG0117611,5745976029_r03c01_grn.idat,5745976029_r03c01_red.idat
5745976029_R04C01,Unk190,5745976029,r04c01,_ega-box-147_5745976029_r04c01,WG0117611.DNAH11,587482,ZR-75-1,CellLine,WG0117611,5745976029_r04c01_grn.idat,5745976029_r04c01_red.idat
5745976030_R02C01,Unk191,5745976030,r02c01,_ega-box-147_5745976030_r02c01,WG0117611.DNAC12,587484,C170,CellLine,WG0117611,5745976030_r02c01_grn.idat,5745976030_r02c01_red.idat
5745976030_R03C01,Unk192,5745976030,r03c01,_ega-box-147_5745976030_r03c01,WG0117611.DNAB12,587483,ZR-75-30,CellLine,WG0117611,5745976030_r03c01_grn.idat,5745976030_r03c01_red.idat
5745976030_R04C01,Unk193,5745976030,r04c01,_ega-box-147_5745976030_r04c01,WG0117611.DNAD12,587485,CACO2,CellLine,WG0117611,5745976030_r04c01_grn.idat,5745976030_r04c01_red.idat
5745976031_R02C01,Unk194,5745976031,r02c01,_ega-box-147_5745976031_r02c01,WG0117617.DNAG10,588245,OvCA433,CellLine,WG0117617,5745976031_r02c01_grn.idat,5745976031_r02c01_red.idat
5745976031_R04C01,Unk195,5745976031,r04c01,_ega-box-147_5745976031_r04c01,WG0117617.DNAH10,588246,PL-21,CellLine,WG0117617,5745976031_r04c01_grn.idat,5745976031_r04c01_red.idat
5745976032_R02C01,Unk196,5745976032,r02c01,_ega-box-147_5745976032_r02c01,WG0117614.DNAG03,587649,SU-DHL-4,CellLine,WG0117614,5745976032_r02c01_grn.idat,5745976032_r02c01_red.idat
5745976032_R04C01,Unk197,5745976032,r04c01,_ega-box-147_5745976032_r04c01,WG0117614.DNAH03,587650,SU-DHL-5,CellLine,WG0117614,5745976032_r04c01_grn.idat,5745976032_r04c01_red.idat
5745976033_R02C01,Unk198,5745976033,r02c01,_ega-box-147_5745976033_r02c01,WG0117614.DNAC04,587653,SU-DHL-6,CellLine,WG0117614,5745976033_r02c01_grn.idat,5745976033_r02c01_red.idat
5745976033_R04C01,Unk199,5745976033,r04c01,_ega-box-147_5745976033_r04c01,WG0117614.DNAD04,587654,SU-DHL-8,CellLine,WG0117614,5745976033_r04c01_grn.idat,5745976033_r04c01_red.idat
5745976034_R02C01,Unk200,5745976034,r02c01,_ega-box-147_5745976034_r02c01,WG0117614.DNAG04,587657,TK,CellLine,WG0117614,5745976034_r02c01_grn.idat,5745976034_r02c01_red.idat
5745976034_R04C01,Unk201,5745976034,r04c01,_ega-box-147_5745976034_r04c01,WG0117614.DNAH04,587658,TMD-8,CellLine,WG0117614,5745976034_r04c01_grn.idat,5745976034_r04c01_red.idat
5745976036_R01C01,Unk202,5745976036,r01c01,_ega-box-147_5745976036_r01c01,WG0117611.DNAE12,587486,CL-11,CellLine,WG0117611,5745976036_r01c01_grn.idat,5745976036_r01c01_red.idat
5745976036_R02C01,Unk203,5745976036,r02c01,_ega-box-147_5745976036_r02c01,WG0117611.DNAG12,587488,CL-40,CellLine,WG0117611,5745976036_r02c01_grn.idat,5745976036_r02c01_red.idat
5745976036_R03C01,Unk204,5745976036,r03c01,_ega-box-147_5745976036_r03c01,WG0117611.DNAF12,587487,CL-34,CellLine,WG0117611,5745976036_r03c01_grn.idat,5745976036_r03c01_red.idat
5745976036_R04C01,Unk205,5745976036,r04c01,_ega-box-147_5745976036_r04c01,WG0117611.DNAH12,587489,COLO 201,CellLine,WG0117611,5745976036_r04c01_grn.idat,5745976036_r04c01_red.idat
5745976038_R01C01,Unk206,5745976038,r01c01,_ega-box-147_5745976038_r01c01,WG0117614.DNAA05,587659,Toledo,CellLine,WG0117614,5745976038_r01c01_grn.idat,5745976038_r01c01_red.idat
5745976038_R02C01,Unk207,5745976038,r02c01,_ega-box-147_5745976038_r02c01,WG0117614.DNAC05,587661,U2932,CellLine,WG0117614,5745976038_r02c01_grn.idat,5745976038_r02c01_red.idat
5745976038_R03C01,Unk208,5745976038,r03c01,_ega-box-147_5745976038_r03c01,WG0117614.DNAB05,587660,U-698-M,CellLine,WG0117614,5745976038_r03c01_grn.idat,5745976038_r03c01_red.idat
5745976038_R04C01,Unk209,5745976038,r04c01,_ega-box-147_5745976038_r04c01,WG0117614.DNAD05,587662,WSU-DLCL2,CellLine,WG0117614,5745976038_r04c01_grn.idat,5745976038_r04c01_red.idat
5745976039_R01C01,Unk210,5745976039,r01c01,_ega-box-147_5745976039_r01c01,WG0117614.DNAE05,587663,WSU-FSCCL,CellLine,WG0117614,5745976039_r01c01_grn.idat,5745976039_r01c01_red.idat
5745976039_R02C01,Unk211,5745976039,r02c01,_ega-box-147_5745976039_r02c01,WG0117614.DNAG05,587665,59M,CellLine,WG0117614,5745976039_r02c01_grn.idat,5745976039_r02c01_red.idat
5745976039_R03C01,Unk212,5745976039,r03c01,_ega-box-147_5745976039_r03c01,WG0117614.DNAF05,587664,WSU-NHL,CellLine,WG0117614,5745976039_r03c01_grn.idat,5745976039_r03c01_red.idat
5745976040_R02C01,Unk213,5745976040,r02c01,_ega-box-147_5745976040_r02c01,WG0117614.DNAC06,587669,Dor13,CellLine,WG0117614,5745976040_r02c01_grn.idat,5745976040_r02c01_red.idat
5745976043_R01C01,Unk214,5745976043,r01c01,_ega-box-147_5745976043_r01c01,WG0117614.DNAE06,587672,ES2-TO,CellLine,WG0117614,5745976043_r01c01_grn.idat,5745976043_r01c01_red.idat
5745976043_R03C01,Unk215,5745976043,r03c01,_ega-box-147_5745976043_r03c01,WG0117614.DNAF06,587673,HEY1,CellLine,WG0117614,5745976043_r03c01_grn.idat,5745976043_r03c01_red.idat
5745976043_R04C01,Unk216,5745976043,r04c01,_ega-box-147_5745976043_r04c01,WG0117614.DNAH06,587675,OAW28,CellLine,WG0117614,5745976043_r04c01_grn.idat,5745976043_r04c01_red.idat
5745976044_R01C01,Unk217,5745976044,r01c01,_ega-box-147_5745976044_r01c01,WG0117614.DNAA07,587676,OAW42,CellLine,WG0117614,5745976044_r01c01_grn.idat,5745976044_r01c01_red.idat
5745976044_R03C01,Unk218,5745976044,r03c01,_ega-box-147_5745976044_r03c01,WG0117614.DNAB07,587677,OV56,CellLine,WG0117614,5745976044_r03c01_grn.idat,5745976044_r03c01_red.idat
5745976044_R04C01,Unk219,5745976044,r04c01,_ega-box-147_5745976044_r04c01,WG0117614.DNAD07,587679,OvCA420,CellLine,WG0117614,5745976044_r04c01_grn.idat,5745976044_r04c01_red.idat
5745976045_R01C01,Unk220,5745976045,r01c01,_ega-box-147_5745976045_r01c01,WG0117614.DNAE07,587680,OvCA429,CellLine,WG0117614,5745976045_r01c01_grn.idat,5745976045_r01c01_red.idat
5745976045_R02C01,Unk221,5745976045,r02c01,_ega-box-147_5745976045_r02c01,WG0117614.DNAG07,587683,Ovcar4,CellLine,WG0117614,5745976045_r02c01_grn.idat,5745976045_r02c01_red.idat
5745976045_R04C01,Unk222,5745976045,r04c01,_ega-box-147_5745976045_r04c01,WG0117614.DNAH07,587684,Ovcar5,CellLine,WG0117614,5745976045_r04c01_grn.idat,5745976045_r04c01_red.idat
5745976051_R01C01,Unk223,5745976051,r01c01,_ega-box-147_5745976051_r01c01,WG0117614.DNAA08,587685,Ovcar8,CellLine,WG0117614,5745976051_r01c01_grn.idat,5745976051_r01c01_red.idat
5745976051_R02C01,Unk224,5745976051,r02c01,_ega-box-147_5745976051_r02c01,WG0117614.DNAC08,587687,TOV112D,CellLine,WG0117614,5745976051_r02c01_grn.idat,5745976051_r02c01_red.idat
5745976051_R03C01,Unk225,5745976051,r03c01,_ega-box-147_5745976051_r03c01,WG0117614.DNAB08,587686,SKOV3,CellLine,WG0117614,5745976051_r03c01_grn.idat,5745976051_r03c01_red.idat
5745976052_R01C01,Unk226,5745976052,r01c01,_ega-box-147_5745976052_r01c01,WG0117614.DNAE08,587689,AsPc1,CellLine,WG0117614,5745976052_r01c01_grn.idat,5745976052_r01c01_red.idat
5745976052_R02C01,Unk227,5745976052,r02c01,_ega-box-147_5745976052_r02c01,WG0117614.DNAG08,587691,Capan1,CellLine,WG0117614,5745976052_r02c01_grn.idat,5745976052_r02c01_red.idat
5745976052_R04C01,Unk228,5745976052,r04c01,_ega-box-147_5745976052_r04c01,WG0117614.DNAH08,587692,Capan2,CellLine,WG0117614,5745976052_r04c01_grn.idat,5745976052_r04c01_red.idat
5745976053_R01C01,Unk229,5745976053,r01c01,_ega-box-147_5745976053_r01c01,WG0117614.DNAA09,587693,CFPAC,CellLine,WG0117614,5745976053_r01c01_grn.idat,5745976053_r01c01_red.idat
5745976053_R02C01,Unk230,5745976053,r02c01,_ega-box-147_5745976053_r02c01,WG0117614.DNAC09,587696,HPAF II,CellLine,WG0117614,5745976053_r02c01_grn.idat,5745976053_r02c01_red.idat
5745976053_R03C01,Unk231,5745976053,r03c01,_ega-box-147_5745976053_r03c01,WG0117614.DNAB09,587695,HPAC,CellLine,WG0117614,5745976053_r03c01_grn.idat,5745976053_r03c01_red.idat
5745976053_R04C01,Unk232,5745976053,r04c01,_ega-box-147_5745976053_r04c01,WG0117614.DNAD09,587697,Hs766.T,CellLine,WG0117614,5745976053_r04c01_grn.idat,5745976053_r04c01_red.idat
5745976054_R01C01,Unk233,5745976054,r01c01,_ega-box-147_5745976054_r01c01,WG0117614.DNAE09,587698,HupT3,CellLine,WG0117614,5745976054_r01c01_grn.idat,5745976054_r01c01_red.idat
5745976054_R02C01,Unk234,5745976054,r02c01,_ega-box-147_5745976054_r02c01,WG0117614.DNAG09,587700,MiaPaca 2,CellLine,WG0117614,5745976054_r02c01_grn.idat,5745976054_r02c01_red.idat
5745976054_R03C01,Unk235,5745976054,r03c01,_ega-box-147_5745976054_r03c01,WG0117614.DNAF09,587699,KP4,CellLine,WG0117614,5745976054_r03c01_grn.idat,5745976054_r03c01_red.idat
5745976054_R04C01,Unk236,5745976054,r04c01,_ega-box-147_5745976054_r04c01,WG0117614.DNAH09,587701,Panc 02.03,CellLine,WG0117614,5745976054_r04c01_grn.idat,5745976054_r04c01_red.idat
5745976055_R01C01,Unk237,5745976055,r01c01,_ega-box-147_5745976055_r01c01,WG0117614.DNAA10,587702,Panc 03.27,CellLine,WG0117614,5745976055_r01c01_grn.idat,5745976055_r01c01_red.idat
5745976055_R02C01,Unk238,5745976055,r02c01,_ega-box-147_5745976055_r02c01,WG0117614.DNAC10,587704,Panc 05.04,CellLine,WG0117614,5745976055_r02c01_grn.idat,5745976055_r02c01_red.idat
5745976055_R03C01,Unk239,5745976055,r03c01,_ega-box-147_5745976055_r03c01,WG0117614.DNAB10,587703,Panc 04.03,CellLine,WG0117614,5745976055_r03c01_grn.idat,5745976055_r03c01_red.idat
5745976055_R04C01,Unk240,5745976055,r04c01,_ega-box-147_5745976055_r04c01,WG0117614.DNAD10,587705,Panc 08.13,CellLine,WG0117614,5745976055_r04c01_grn.idat,5745976055_r04c01_red.idat
5745976056_R02C01,Unk241,5745976056,r02c01,_ega-box-147_5745976056_r02c01,WG0117614.DNAG10,587708,Patu 8902,CellLine,WG0117614,5745976056_r02c01_grn.idat,5745976056_r02c01_red.idat
5745976056_R03C01,Unk242,5745976056,r03c01,_ega-box-147_5745976056_r03c01,WG0117614.DNAF10,587707,Panc-1,CellLine,WG0117614,5745976056_r03c01_grn.idat,5745976056_r03c01_red.idat
5745976056_R04C01,Unk243,5745976056,r04c01,_ega-box-147_5745976056_r04c01,WG0117614.DNAH10,587709,Patu 8988T,CellLine,WG0117614,5745976056_r04c01_grn.idat,5745976056_r04c01_red.idat
5745976057_R01C01,Unk244,5745976057,r01c01,_ega-box-147_5745976057_r01c01,WG0117614.DNAA11,587710,PL45,CellLine,WG0117614,5745976057_r01c01_grn.idat,5745976057_r01c01_red.idat
5745976057_R02C01,Unk245,5745976057,r02c01,_ega-box-147_5745976057_r02c01,WG0117614.DNAC11,587712,Su86.86,CellLine,WG0117614,5745976057_r02c01_grn.idat,5745976057_r02c01_red.idat
5745976057_R03C01,Unk246,5745976057,r03c01,_ega-box-147_5745976057_r03c01,WG0117614.DNAB11,587711,PSN1,CellLine,WG0117614,5745976057_r03c01_grn.idat,5745976057_r03c01_red.idat
5745976057_R04C01,Unk247,5745976057,r04c01,_ega-box-147_5745976057_r04c01,WG0117614.DNAD11,587713,SW1990,CellLine,WG0117614,5745976057_r04c01_grn.idat,5745976057_r04c01_red.idat
5745976058_R01C01,Unk248,5745976058,r01c01,_ega-box-147_5745976058_r01c01,WG0117614.DNAE11,587714,501A,CellLine,WG0117614,5745976058_r01c01_grn.idat,5745976058_r01c01_red.idat
5745976058_R03C01,Unk249,5745976058,r03c01,_ega-box-147_5745976058_r03c01,WG0117614.DNAF11,587715,537 MEL,CellLine,WG0117614,5745976058_r03c01_grn.idat,5745976058_r03c01_red.idat
5745976059_R04C01,Unk250,5745976059,r04c01,_ega-box-147_5745976059_r04c01,WG0117614.DNAD12,587720,624 mel,CellLine,WG0117614,5745976059_r04c01_grn.idat,5745976059_r04c01_red.idat
5745976060_R01C01,Unk251,5745976060,r01c01,_ega-box-147_5745976060_r01c01,WG0117614.DNAE12,587721,888,CellLine,WG0117614,5745976060_r01c01_grn.idat,5745976060_r01c01_red.idat
5745976060_R03C01,Unk252,5745976060,r03c01,_ega-box-147_5745976060_r03c01,WG0117614.DNAF12,587722,928 MEL,CellLine,WG0117614,5745976060_r03c01_grn.idat,5745976060_r03c01_red.idat
5745976060_R04C01,Unk253,5745976060,r04c01,_ega-box-147_5745976060_r04c01,WG0117614.DNAH12,587724,A2058,CellLine,WG0117614,5745976060_r04c01_grn.idat,5745976060_r04c01_red.idat
6246968095_R03C01,Unk254,6246968095,r03c01,_ega-box-147_6246968095_r03c01,WG0118066.DNAB08,635722,CAL51,CellLine,WG0118066,6246968095_r03c01_grn.idat,6246968095_r03c01_red.idat
6298012021_R04C01,Unk255,6298012021,R04C01,_ega-box-147_6298012021_R04C01,WG0118060.DNAF05,637143,NCI-H2595,CellLine,WG0118060,6298012021_R04C01_Grn.idat,6298012021_R04C01_Red.idat
6298012062_R01C01,Unk256,6298012062,R01C01,_ega-box-147_6298012062_R01C01,WG0118060.DNAB11,636425,NCI-H196,CellLine,WG0118060,6298012062_R01C01_Grn.idat,6298012062_R01C01_Red.idat
6298012062_R02C01,Unk257,6298012062,R02C01,_ega-box-147_6298012062_R02C01,WG0118060.DNAE11,636430,NCI-H810,CellLine,WG0118060,6298012062_R02C01_Grn.idat,6298012062_R02C01_Red.idat
6298012062_R03C01,Unk258,6298012062,R03C01,_ega-box-147_6298012062_R03C01,WG0118060.DNAC11,636427,NCI-H2347,CellLine,WG0118060,6298012062_R03C01_Grn.idat,6298012062_R03C01_Red.idat
6298012062_R04C01,Unk259,6298012062,r04c01,_ega-box-147_6298012062_r04c01,WG0118061.DNAA03,636237,RERF-LC-KJ,CellLine,WG0118061,6298012062_r04c01_grn.idat,6298012062_r04c01_red.idat
6298012089_R02C01,Unk260,6298012089,R02C01,_ega-box-147_6298012089_R02C01,WG0118064.DNAB06,636356,CAL-12T,CellLine,WG0118064,6298012089_R02C01_Grn.idat,6298012089_R02C01_Red.idat
